GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017
310M300US47780,47780,"Washington, IN Micro Area",31648,31654,31718,31943,32111,32277,32678,32818,32997,33113
310M300US47820,47820,"Washington, NC Micro Area",47759,47763,47799,47663,47436,47391,47350,47389,47361,47088
310M300US47920,47920,"Washington Court House, OH Micro Area",29030,29025,29007,28854,28754,28666,28630,28583,28662,28752
310M300US47980,47980,"Watertown, SD Micro Area",27227,27225,27214,27423,27599,27850,27946,27887,28033,28099
310M300US48020,48020,"Watertown-Fort Atkinson, WI Micro Area",83686,83681,83712,83838,84367,84635,84395,84525,84545,84832
310M300US48100,48100,"Wauchula, FL Micro Area",27731,27731,27725,27657,27412,27286,27303,27257,27371,27411
310M300US48180,48180,"Waycross, GA Micro Area",55070,55068,55136,55075,54843,54814,54609,54550,54994,55178
310M300US48220,48220,"Weatherford, OK Micro Area",27469,27469,27473,27681,28472,29197,29387,29418,29045,28800
310M300US48460,48460,"West Plains, MO Micro Area",40400,40400,40567,40590,40547,40248,40133,40073,40140,40103
310M300US48500,48500,"West Point, MS Micro Area",20634,20634,20547,20480,20383,20345,20135,19989,19840,19640
310M300US48580,48580,"Whitewater-Elkhorn, WI Micro Area",102228,102228,102197,102684,102945,102871,103266,102592,102775,103082
310M300US48780,48780,"Williston, ND Micro Area",22398,22399,22586,24395,26733,29599,32130,35301,34195,33349
310M300US48820,48820,"Willmar, MN Micro Area",42239,42239,42235,42198,42374,42482,42474,42562,42622,42743
310M300US48940,48940,"Wilmington, OH Micro Area",42040,42037,41913,41895,41803,41844,41788,41822,41881,42009
310M300US48980,48980,"Wilson, NC Micro Area",81234,81230,81299,81192,81451,81277,81122,81393,81433,81671
310M300US49080,49080,"Winnemucca, NV Micro Area",16528,16525,16592,16667,17107,17396,17273,17072,16873,16826
310M300US49100,49100,"Winona, MN Micro Area",51461,51461,51435,51354,51342,51337,51054,50822,50872,50873
310M300US49220,49220,"Wisconsin Rapids-Marshfield, WI Micro Area",74749,74749,74812,74649,74322,73919,73578,73316,73196,73126
310M300US49260,49260,"Woodward, OK Micro Area",20081,20081,19995,20099,20656,21224,21518,21575,20924,20459
310M300US49300,49300,"Wooster, OH Micro Area",114520,114516,114391,114620,114976,115282,115776,116055,116422,116038
310M300US49380,49380,"Worthington, MN Micro Area",21378,21378,21424,21610,21726,21795,21702,21811,22016,21944
310M300US49460,49460,"Yankton, SD Micro Area",22438,22438,22436,22499,22580,22649,22683,22682,22626,22662
310M300US49780,49780,"Zanesville, OH Micro Area",86074,86086,86215,86240,85788,85610,85859,86119,85929,86149
310M300US49820,49820,"Zapata, TX Micro Area",14018,14018,14087,14223,14269,14393,14396,14516,14449,14322
