GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016
310M300US42620,42620,"Searcy, AR Micro Area",77076,77076,77333,78116,78670,78635,78532,79013,79263
310M300US42740,42740,"Sedalia, MO Micro Area",42201,42201,42266,42133,42280,42163,42129,42182,42213
310M300US42780,42780,"Selinsgrove, PA Micro Area",39702,39709,39745,39664,39803,40091,40271,40599,40468
310M300US42820,42820,"Selma, AL Micro Area",43820,43820,43820,43207,42748,41950,41532,40893,40008
310M300US42860,42860,"Seneca, SC Micro Area",74273,74275,74355,74233,74603,74954,75221,75744,76355
310M300US42900,42900,"Seneca Falls, NY Micro Area",35251,35244,35246,35353,35380,35272,34904,34848,34777
310M300US42940,42940,"Sevierville, TN Micro Area",89889,89725,89977,91123,92299,93356,94696,95661,96673
310M300US42980,42980,"Seymour, IN Micro Area",42376,42380,42577,42940,43028,43484,43717,43941,44013
310M300US43020,43020,"Shawano, WI Micro Area",46181,46187,46200,46179,45979,45904,45996,45720,45595
310M300US43060,43060,"Shawnee, OK Micro Area",69442,69442,69650,70138,70679,71149,71807,71832,72290
310M300US43140,43140,"Shelby, NC Micro Area",98078,98065,97973,97534,97425,97000,97071,96924,97144
310M300US43180,43180,"Shelbyville, TN Micro Area",45058,45056,45100,45271,45307,45638,46284,46940,47484
310M300US43220,43220,"Shelton, WA Micro Area",60699,60696,60747,60920,60795,60563,60706,61036,62198
310M300US43260,43260,"Sheridan, WY Micro Area",29116,29116,29146,29285,29580,29777,29994,30069,30200
310M300US43320,43320,"Show Low, AZ Micro Area",107449,107489,107714,107435,107037,107443,108178,108363,110026
310M300US43380,43380,"Sidney, OH Micro Area",49423,49420,49311,49243,49133,49134,48939,48917,48623
310M300US43460,43460,"Sikeston, MO Micro Area",39191,39187,39246,39127,39138,39205,38878,39004,38745
310M300US43500,43500,"Silver City, NM Micro Area",29514,29514,29399,29393,29320,29241,28988,28564,28280
310M300US43660,43660,"Snyder, TX Micro Area",16921,16921,16940,16862,17083,17230,17357,17566,17333
310M300US43700,43700,"Somerset, KY Micro Area",63063,63063,63202,63435,63508,63734,63837,63827,63956
310M300US43740,43740,"Somerset, PA Micro Area",77742,77746,77759,77377,77191,76769,76334,75649,75061
310M300US43760,43760,"Sonora, CA Micro Area",55365,55365,55182,54749,54134,53940,53827,53615,53804
310M300US43940,43940,"Spearfish, SD Micro Area",24097,24094,24196,24338,24385,24967,24777,24886,25281
310M300US43980,43980,"Spencer, IA Micro Area",16667,16667,16634,16610,16576,16480,16509,16491,16333
310M300US44020,44020,"Spirit Lake, IA Micro Area",16667,16667,16669,16889,16986,16944,16937,17122,17243
